cgpa,score,placed
6.503553140583078,6.398547566909234,0
6.577905114280141,6.639386620647156,0
6.8377870736239466,6.657902288177484,0
8.140066175348228,7.6200641106894595,1
8.568338755760937,8.70326249333432,1
8.821338746015712,9.17489126567124,1
8.14761354502118,7.275294283066903,1
6.261627582992051,7.390373486789067,0
7.752538824346169,7.673668318518759,1
6.750412496221568,6.765492194577446,0
6.018682488184204,6.58525402678945,0
8.36348631770369,8.550059222714491,1
5.1537053958493,5.916214702979897,0
8.607047968541695,8.836747300703154,1
6.845909858498937,6.3559599587865865,0
7.548805907233122,7.8380087273980035,1
7.637415688823131,6.722434722966601,1
8.580470962826146,8.667318727447364,1
7.546678728668829,7.52009473615326,1
7.455734339040247,7.289240853222215,1
5.266608162242759,5.163778153091615,0
7.073632087780816,5.568152851382705,0
5.600676003268166,5.161696077075397,0
7.949735074885942,8.024010995798834,1
7.0488876832506975,7.176772796848618,1
7.720911116833413,6.898771004092646,1
5.1666916024095375,6.179257875101298,0
5.339168064183212,4.646228185611612,0
7.865293552250729,8.640859312672118,1
5.2883373439946935,5.630092833492041,0
5.285026911061035,4.768045063185992,0
5.04843390093955,6.468682615027159,0
8.82600559319792,7.871096127792735,1
7.950033437836028,8.68535677672403,1
6.413005634008257,7.213471488442639,0
6.186142325150621,5.649646157889306,0
6.398812918983398,7.512785159034861,0
8.098614124724728,7.898576913045566,1
7.645482444281658,7.876437347705544,1
5.740782271469872,5.949039742486848,0
5.696437341336337,5.588990348159899,0
5.393582598853589,6.042229217381415,0
7.641210878805353,8.276001855247124,1
8.057490648886944,6.658665070296399,1
6.060185713300016,7.103657907602538,0
5.083779844123651,3.753786253695111,0
5.328686669905709,6.154723633379035,0
8.871440139380121,9.772804248842188,1
6.181779109909681,5.309005965737523,0
8.076892591352534,7.748241160988866,1
7.498654275417055,6.614090540628306,1
6.527758558611584,6.355821734380596,0
5.822749048782221,5.576321621433628,0
5.485545672637626,6.109274098453097,0
7.460051872155466,8.508298869051153,1
8.098535122551151,9.215082171183116,1
7.575617014164523,7.125882592901881,1
7.121208532996633,6.953831034001011,1
5.1678048937265455,3.821054339949785,0
8.873955110377535,8.229259057180585,1
8.194856766618297,8.966738073096263,1
6.1712881468038585,7.463754405642444,0
8.919881317435403,7.932402219931465,1
7.407526358545288,6.933554951222973,1
7.329690632828986,7.308566027261844,1
7.992292717718128,8.216421644773813,1
8.24707915236055,7.599396336423233,1
7.625914429326011,7.965163264897283,1
5.5123829854648,5.1333115078080676,0
6.353070023977994,6.34150820727537,0
8.7123345613042,9.149361959707159,1
5.898462447375408,5.903600263224158,0
6.488668095350054,6.139559382928799,0
6.7283075317767835,6.640619688636119,0
6.757619958777809,6.686929591413541,0
7.451758329978102,7.155749506072399,1
8.77230335097883,8.56526650084515,1
5.96277084733002,7.241688583733794,0
5.486005505203672,5.934741063556663,0
5.789881959439749,5.553497705016421,0
8.547699600837078,9.105263124445667,1
7.583243250620824,7.316187658816016,1
6.14362715695664,7.082126867025953,0
8.26378775587447,8.559501509632945,1
8.445479985453744,8.359638270250361,1
8.386057354761112,8.744230895409334,1
8.675706134558219,7.41900521290342,1
6.008964080693446,5.107550105565602,0
8.020167714985114,7.065027709865869,1
6.84215798909656,6.956512464907525,0
8.367994211560246,9.754006211148319,1
7.913962708646453,9.699002825600559,1
8.105789785998898,8.616230667151504,1
7.6246473507242865,8.025322930679852,1
5.709715077878828,4.268868890556637,0
7.180107675587753,6.745968635800536,0
8.938678958098032,8.30845195657144,1
8.749552265988475,8.252874187387583,1
5.172694943188047,5.038179888320215,0
5.6592592629177485,5.281586800760047,0
5.526915093818248,3.943475245517618,0
7.903919639941182,8.502247844835209,1
8.27114131942778,7.412946898835935,1
5.854045465242688,6.045442956531608,0
7.023410771807316,8.682676907607295,1
8.3628121120448,7.627304438775662,1
7.931206179065002,5.906976160867938,0
7.168948821967393,6.940145444463305,1
7.361390761835091,8.242158469833948,1
7.03344218766512,8.600120151041596,1
6.190193805275282,5.206554129713348,0
7.260087971436064,7.657447350025282,1
7.755541208200363,7.38329284277632,1
8.49329166344323,8.408532979999922,1
7.545165415916992,9.66064009353062,1
8.044486148172632,6.84210988545651,1
5.640286539818292,5.84327826901395,0
6.84622989767916,7.220384435091506,1
5.037326479308373,5.905955539259851,0
5.986715458086492,6.065101980863208,0
7.905846860452019,8.152287292055302,1
8.967239805397455,8.653920951460021,1
5.396712398348864,5.61201395134495,0
6.605977263445153,6.331423443047225,0
8.200283874796638,8.697541386681479,1
5.816142538515596,5.520454269680688,0
7.220339797209145,7.522020112330894,1
7.932285184118699,7.908874933170717,1
7.463941801040717,8.364782001658451,1
5.752098938461664,5.710983959590875,0
6.421538274742957,5.0031123001774525,0
8.13516713794159,9.144704338512783,1
7.2169060565280665,6.492320215837971,0
5.020918454171651,4.497905383252595,0
8.043963040112375,7.567434004877581,1
5.141245419760956,6.2407958942976105,0
7.982935130924929,6.274395759741973,1
5.809922240660949,8.320121067588945,1
8.832293920477522,9.677139367730364,1
6.471763005208338,6.650354136511666,0
6.307726465352316,6.263811264859287,0
5.595552201329779,5.823995461215905,0
6.222416861960859,6.6393148046643296,0
8.506603047312803,9.022775516072848,1
8.985337350508988,9.429820923311746,1
6.473238122027393,6.544902667031592,0
6.79444252381817,6.63657178757231,0
7.888283752810948,7.767265125888139,1
8.544783121860299,8.388856497578153,1
7.372177336747137,8.279193414240789,1
6.566102792711318,7.040948170536007,0
6.650487363394495,4.298176455663071,0
7.782472585987227,8.307193207211036,1
5.012873054417115,5.1686620101921354,0
7.478357349839363,7.463390344682645,1
6.42197204176543,6.1111572792943205,0
8.176789325108338,9.076079501097148,1
5.371962559292529,6.1299837289908155,0
7.352809067793562,6.734506933534674,1
6.923891559544495,7.249533389244124,1
7.56930210362091,6.7919767159878806,1
5.259414377931874,4.155719846100729,0
7.319935149712525,6.818561370040553,1
7.245938351838095,7.935853129744302,1
7.242640377664683,8.005140413965552,1
7.413950666385819,7.824419002463654,1
7.705871748905449,8.285948378383846,1
8.21995599872308,8.632898628415047,1
6.079282880512857,5.566097604334495,0
8.30019764072025,8.645735676459402,1
6.9930227290538145,7.63335034923596,1
5.308233116537325,5.911666180388185,0
5.234203716975917,6.185334414155632,0
6.336953274784243,6.903596352545094,0
8.13958790844587,8.420746474479136,1
7.830723738963663,8.686843929616805,1
8.154459858689625,8.133242851290378,1
7.0690762257664375,6.363576504784263,0
6.760795991821962,6.630342420666951,0
5.589810106825135,4.993887990979976,0
6.312771014437246,5.77262839445774,0
6.7360774646955015,6.620462528123087,0
5.354401718718469,4.7204657819185,0
5.882447810844845,5.636078587133612,0
7.392901176254956,5.878009442691927,0
7.942652456956759,8.11328742285511,1
8.993390045571799,8.994354425861578,1
8.73245332537423,8.078782420519678,1
7.570260798140766,8.09765733288669,1
6.6849922131762884,7.4350483232775355,1
7.544709458832931,6.258661567337752,0
8.142606472320928,7.532426649467957,1
5.473344763693549,4.8580308838637105,0
6.639619558785153,5.8876970778980615,0
8.359209142542468,9.022789016087867,1
6.535331807732176,6.380270896713933,0
7.287489084908746,7.0758772118602575,1
7.351077443448792,5.74798755192339,0
5.737905012534558,6.246239436701939,0
6.4489417666091535,5.457535050726375,0
6.338045154967729,6.385991259180791,0
5.104786834128259,5.326688384494812,0
5.0967670555654205,6.185293932236341,0
8.326788174703093,7.279731855407803,1
6.09228323989125,3.6766735152345897,0
7.072315064955262,7.219394700758218,1
6.194902294355092,7.635311239563775,0
8.762716980461363,9.753874062812912,1
6.037187035463095,6.2049145676827955,0
6.71862725095574,6.3253183024501025,0
8.490921001938407,9.136619079248256,1
8.367734267167235,7.588897307403659,1
5.74440567138511,6.125491886870085,0
8.210573239182843,8.614949366516145,1
6.832747546951571,7.680915472950675,1
6.93187548834142,9.139603519470283,1
5.533919889663775,5.847852663406789,0
5.322406055028498,4.915235154462499,0
7.911757227895061,7.891297778141465,1
6.985844609421199,5.570583885509905,0
6.747402810460718,6.191632305589471,0
7.9180329146095865,7.590606964119103,1
8.062051595964439,7.642780877616765,1
5.635632670677414,5.757516568304392,0
7.440900597910565,6.782964652004804,1
5.541416329110742,6.43824086297032,0
8.005500344116182,8.00566599605074,1
7.6278206250685585,7.620380368157667,1
8.826458484333832,8.564142711123498,1
5.275832065425685,5.399984612512868,0
5.228218884605017,5.888297496339124,0
6.1287482987728,5.43504412620408,0
